sample,contig_name,contig_length,read_count,nr,nt_or_nr,bitscore,align_length,taxon_group_blast,tax_id,identity,sci_name,com_names,lca_taxid,lca_taxid.1,lca_name,common_nr,phylum,family,chordata,blasted,cluster,taxid_curated,poly_group,name,provisional_name,segment,curated,rdrp,taxon_group,taxid,ska_genus,ska_species,collected_by,idseq_nonhost_reads,hex_read_count,contaminating_and_hex_reads,nonhost_reads,total_reads,read_prop,identity_qcov,group,baltimore_group,genome_description,number_of_segments_conventional
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_267_length_1128_cov_2.027593,1128,34,TRUE,nr,545,269,Viruses,10528,99.3,Human adenovirus 18,ACZ92166.1 CR1-beta protein [Human adenovirus 18],10528,10528,Human adenovirus 18,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,40454,190064,183,Human adenovirus 18,,Integrase,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,4.53E-06,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_289_length_1072_cov_1.904523,1072,32,TRUE,nr,251,159,Viruses,10528,82.4,Human adenovirus 18,ACZ92171.1 fiber protein [Human adenovirus 18],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,44881,10528,189,TBD,Abak-Human adenovirus 18,hypothetical,TRUE,FALSE,Viruses,10528,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,4.26E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_314_length_1065_cov_1.493927,1065,37,TRUE,nr,520,266,Viruses,172859,98.5,Fowl aviadenovirus 2,ANJ02377.1 capsid protein III [Fowl aviadenovirus 2],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,45558,28282,178,Fowl aviadenovirus 2,,Capsid,TRUE,FALSE,Viruses,28282,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,2.56E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_318_length_1059_cov_1.727088,1059,31,TRUE,nr,578,287,Viruses,1354736,95.8,Fowl adenovirus,QFR45468.1 DNA binding protein [Fowl adenovirus],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,46092,1354736,177,Fowl adenovirus,,DNA_pol,TRUE,FALSE,Viruses,1354736,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,2.15E-06,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_300_length_1041_cov_2.223029,1041,45,TRUE,nr,720,346,Viruses,10528,100,Human adenovirus 18,AAZ99994.1 hexon protein [Human adenovirus 18],10528,10528,Human adenovirus 18,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,47771,190064,183,Human adenovirus 18,,Gag,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,5.99E-06,,Virus,I,double stranded DNA,
SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_169_length_1011_cov_4.822270,1011,107,TRUE,nr,153,78,Viruses,172859,96.2,Fowl aviadenovirus 2,ABR53650.1 ORF27 [Fowl aviadenovirus 2],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,50818,28282,178,Fowl aviadenovirus 2,,hypothetical,TRUE,FALSE,Viruses,28282,Caprine,Goat,Ondo,32322646,186887,237422,32085224,57339964,3.33E-06,,Virus,I,double stranded DNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_151_length_1008_cov_2.303974,1008,50,TRUE,nr,576,271,Viruses,28282,98.5,Human adenovirus 12,WRT27615.1 single-stranded DNA-binding protein [Human adenovirus 12],28282,28282,Human adenovirus 12,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,51107,190064,182,Human adenovirus 12,,RdRP_RNA,TRUE,TRUE,Viruses,190064,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,4.57E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_387_length_969_cov_1.488789,969,26,TRUE,nr,382,196,Viruses,190064,98,Fowl aviadenovirus D,"WRF81060.1 hexon protein, partial [Fowl aviadenovirus D]",,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,55718,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.80E-06,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_344_length_967_cov_2.039326,967,34,TRUE,nr,339,171,Viruses,10528,99.4,Human adenovirus 18,ACZ92160.1 100 kDa protein [Human adenovirus 18],10528,10528,Human adenovirus 18,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,55920,190064,183,Human adenovirus 18,,hypothetical,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,4.53E-06,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_347_length_967_cov_1.451685,967,24,TRUE,nr,626,320,Viruses,10528,98.4,Human adenovirus 18,ACZ92160.1 100 kDa protein [Human adenovirus 18],10528,10528,Human adenovirus 18,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,55923,190064,183,Human adenovirus 18,,hypothetical,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,3.20E-06,,Virus,I,double stranded DNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_181_length_931_cov_2.469555,931,83,TRUE,nr,390,203,Viruses,28282,98,Human adenovirus 12,UNB10497.1 hexon associated protein (Protein IX) [Human adenovirus 12],28282,28282,Human adenovirus 12,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,60638,190064,182,Human adenovirus 12,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,7.59E-06,,Virus,I,double stranded DNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_185_length_926_cov_3.383981,926,98,TRUE,nr,239,109,Viruses,28282,100,Human adenovirus 12,AZI15440.1 membrane protein E3 RID-beta [Human adenovirus 12],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,61347,190064,182,Human adenovirus 12,,Capsid,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,8.97E-06,,Virus,I,double stranded DNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_189_length_909_cov_2.070913,909,57,TRUE,nr,313,166,Viruses,28282,97.6,Human adenovirus 12,"UNB10495.1 E1B protein, small T-antigen [Human adenovirus 12]",28282,28282,Human adenovirus 12,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,63917,190064,182,Human adenovirus 12,,E,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,5.22E-06,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_405_length_869_cov_1.101010,869,18,TRUE,nr,512,274,Viruses,10528,94.5,Human adenovirus 18,ACZ92147.1 IVa2 protein [Human adenovirus 18],10528,10528,Human adenovirus 18,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,70620,190064,183,Human adenovirus 18,,DNA,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,2.40E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_509_length_834_cov_1.779392,834,29,TRUE,nr,404,190,Viruses,1354736,99.5,Fowl adenovirus,QFR45467.1 protease protein [Fowl adenovirus],1354736,1354736,Fowl adenovirus,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,77434,1354736,177,Fowl adenovirus,,Pol,TRUE,FALSE,Viruses,1354736,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,2.01E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_517_length_827_cov_1.416000,827,26,TRUE,nr,389,197,Viruses,190064,100,Fowl aviadenovirus D,AIS19822.1 pIII [Fowl aviadenovirus D],190064,190064,Fowl aviadenovirus D,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,11088,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.80E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_519_length_825_cov_1.609626,825,26,TRUE,nr,509,247,Viruses,190064,98.8,Fowl aviadenovirus D,"ANA52006.1 hexon, partial [Fowl aviadenovirus D]",,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,736,190064,180,Fowl aviadenovirus D,,DNA_pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.80E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_519_length_825_cov_1.609626,825,26,TRUE,nr,509,247,Viruses,190064,98.8,Fowl aviadenovirus D,"ANA52006.1 hexon, partial [Fowl aviadenovirus D]",,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,736,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.80E-06,,Virus,I,double stranded DNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_243_length_819_cov_4.266846,819,68,TRUE,nr,362,228,Viruses,1354736,100,Fowl adenovirus,QFR45465.1 pVI protein [Fowl adenovirus],1354736,1354736,Fowl adenovirus,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,80677,1354736,177,Fowl adenovirus,,Pol,TRUE,FALSE,Viruses,1354736,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,3.89E-06,,Virus,I,double stranded DNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_246_length_816_cov_3.686062,816,66,TRUE,nr,546,272,Viruses,190064,99.6,Fowl aviadenovirus D,ANP93635.1 pIIIa [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,28282,178,Fowl aviadenovirus 2,,hypothetical,TRUE,FALSE,Viruses,28282,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,3.78E-06,,Virus,I,double stranded DNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_246_length_816_cov_3.686062,816,66,TRUE,nr,546,272,Viruses,190064,99.6,Fowl aviadenovirus D,ANP93635.1 pIIIa [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,DNA_pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,3.78E-06,,Virus,I,double stranded DNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_246_length_816_cov_3.686062,816,66,TRUE,nr,546,272,Viruses,190064,99.6,Fowl aviadenovirus D,ANP93635.1 pIIIa [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,3.78E-06,,Virus,I,double stranded DNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_246_length_816_cov_3.686062,816,66,TRUE,nr,546,272,Viruses,190064,99.6,Fowl aviadenovirus D,ANP93635.1 pIIIa [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,Pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,3.78E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_540_length_806_cov_0.901235,806,16,TRUE,nr,259,131,Viruses,190064,100,Fowl aviadenovirus D,QGQ63012.1 pTP [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,24995,190064,180,Fowl aviadenovirus D,,DNA_pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.11E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_540_length_806_cov_0.901235,806,16,TRUE,nr,259,131,Viruses,190064,100,Fowl aviadenovirus D,QGQ63012.1 pTP [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,24995,190064,180,Fowl aviadenovirus D,,Pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.11E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_565_length_784_cov_1.411598,784,17,TRUE,nr,538,261,Viruses,190064,99.6,Fowl aviadenovirus D,QGQ62996.1 GAM-1 [Fowl aviadenovirus D],190064,190064,Fowl aviadenovirus D,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,89007,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.18E-06,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_506_length_768_cov_2.004342,768,32,TRUE,nr,432,207,Viruses,10528,98.6,Human adenovirus 18,ACZ92173.1 34 kDa protein [Human adenovirus 18],10528,10528,Human adenovirus 18,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,93170,190064,183,Human adenovirus 18,,hypothetical,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,4.26E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_609_length_751_cov_1.408012,751,12,TRUE,nr,166,86,Viruses,190064,95.3,Fowl aviadenovirus D,WIM48630.1 ORF11 [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,98339,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,8.31E-07,,Virus,I,double stranded DNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_290_length_748_cov_1.868852,748,24,TRUE,nr,390,190,Viruses,190064,99.5,Fowl aviadenovirus D,QJB76055.2 pTP protein [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,28282,178,Fowl aviadenovirus 2,,hypothetical,TRUE,FALSE,Viruses,28282,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,1.37E-06,,Virus,I,double stranded DNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_290_length_748_cov_1.868852,748,24,TRUE,nr,390,190,Viruses,190064,99.5,Fowl aviadenovirus D,QJB76055.2 pTP protein [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,DNA_pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,1.37E-06,,Virus,I,double stranded DNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_290_length_748_cov_1.868852,748,24,TRUE,nr,390,190,Viruses,190064,99.5,Fowl aviadenovirus D,QJB76055.2 pTP protein [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,1.37E-06,,Virus,I,double stranded DNA,
SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_290_length_748_cov_1.868852,748,24,TRUE,nr,390,190,Viruses,190064,99.5,Fowl aviadenovirus D,QJB76055.2 pTP protein [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,Pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,17869036,313482,391748,17477288,33879770,1.37E-06,,Virus,I,double stranded DNA,
AINWZR019_LIV_S19_663082,AINWZR019_LIV_S19_663082_NODE_10_length_746_cov_41.234679,746,271,TRUE,nr,163,87,Viruses,573199,93.1,Murine adenovirus 3,YP_002822210.1 pIIIa [Murine adenovirus 3],573199,573199,Murine adenovirus 3,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,99803,190065,185,Murine adenovirus 3,,hypothetical,TRUE,FALSE,Viruses,190065,Rat,Rodent,Ebonyi ,99876,4500,4550,95326,23682302,0.002842876,,Virus,I,double stranded DNA,
AINWZR019_LIV_S19_663082,AINWZR019_LIV_S19_663082_NODE_11_length_726_cov_27.445300,726,307,TRUE,nr,238,129,Viruses,573199,87.6,Murine adenovirus 3,YP_002822211.1 pIII [Murine adenovirus 3],573199,573199,Murine adenovirus 3,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,106595,10528,187,Murine adenovirus 3,,hypothetical,TRUE,FALSE,Viruses,10528,Rat,Rodent,Ebonyi ,99876,4500,4550,95326,23682302,0.003220527,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_552_length_720_cov_2.038880,720,30,TRUE,nr,437,239,Viruses,10528,95,Human adenovirus 18,ACZ92154.1 protein V [Human adenovirus 18],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,108837,190064,183,Human adenovirus 18,,Pol,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,3.99E-06,,Virus,I,double stranded DNA,
AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_312_length_711_cov_1.741325,711,23,TRUE,nr,280,147,Viruses,28282,98.6,Human adenovirus 12,AZI15422.1 capsid protein precursor pIIIa [Human adenovirus 12],28282,28282,Human adenovirus 12,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,112168,190064,182,Human adenovirus 12,,Capsid,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ebonyi ,11109452,93517,179659,10929793,24738340,2.10E-06,,Virus,I,double stranded DNA,
AINWZR019_LIV_S19_663082,AINWZR019_LIV_S19_663082_NODE_14_length_697_cov_18.930645,697,201,TRUE,nr,287,203,Viruses,573199,70.4,Murine adenovirus 3,YP_002822219.1 100k [Murine adenovirus 3],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,118059,573199,191,TBD,Abak-Murine adenovirus 3,hypothetical,TRUE,FALSE,Viruses,573199,Rat,Rodent,Ebonyi ,99876,4500,4550,95326,23682302,0.002108554,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_625_length_673_cov_1.473154,673,23,TRUE,nr,384,221,Viruses,10528,88.2,Human adenovirus 18,ACZ92149.2 terminal protein precursor [Human adenovirus 18],10528,10528,Human adenovirus 18,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,129202,190064,183,Human adenovirus 18,,DNA,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,3.06E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_760_length_670_cov_1.231029,670,15,TRUE,nr,457,222,Viruses,172859,100,Fowl aviadenovirus 2,UUF82507.1 ORF13 [Fowl aviadenovirus 2],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,28282,178,Fowl aviadenovirus 2,,hypothetical,TRUE,FALSE,Viruses,28282,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.04E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_760_length_670_cov_1.231029,670,15,TRUE,nr,457,222,Viruses,172859,100,Fowl aviadenovirus 2,UUF82507.1 ORF13 [Fowl aviadenovirus 2],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,DNA_pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.04E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_760_length_670_cov_1.231029,670,15,TRUE,nr,457,222,Viruses,172859,100,Fowl aviadenovirus 2,UUF82507.1 ORF13 [Fowl aviadenovirus 2],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.04E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_760_length_670_cov_1.231029,670,15,TRUE,nr,457,222,Viruses,172859,100,Fowl aviadenovirus 2,UUF82507.1 ORF13 [Fowl aviadenovirus 2],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,Pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.04E-06,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_643_length_658_cov_1.767642,658,13,TRUE,nr,405,200,Viruses,10528,99,Human adenovirus 18,ACZ92152.1 penton protein [Human adenovirus 18],10528,10528,Human adenovirus 18,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,137035,190064,183,Human adenovirus 18,,hypothetical,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,1.73E-06,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_678_length_639_cov_1.265125,639,16,TRUE,nr,341,178,Viruses,10528,98.9,Human adenovirus 18,ACZ92150.1 52 kDa protein [Human adenovirus 18],10528,10528,Human adenovirus 18,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,148304,190064,183,Human adenovirus 18,,hypothetical,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,2.13E-06,,Virus,I,double stranded DNA,
AIAMA_GOT007_OS_S45_673461,AIAMA_GOT007_OS_S45_673461_NODE_1029_length_599_cov_1.802682,599,45,TRUE,nr,178,102,Viruses,190065,89.2,Fowl aviadenovirus E,QGQ62599.1 protein 22K [Fowl aviadenovirus E],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,177816,28282,181,Fowl aviadenovirus E,,Pol,TRUE,FALSE,Viruses,28282,Caprine,Goat,Ebonyi ,7636210,304622,470528,7165682,36130298,6.28E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_943_length_596_cov_1.776493,596,19,TRUE,nr,379,198,Viruses,190064,99,Fowl aviadenovirus D,QGQ63172.1 ORF19 [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,221,1354736,177,Fowl adenovirus,,hypothetical,TRUE,FALSE,Viruses,1354736,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.32E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_943_length_596_cov_1.776493,596,19,TRUE,nr,379,198,Viruses,190064,99,Fowl aviadenovirus D,QGQ63172.1 ORF19 [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,221,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.32E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_949_length_594_cov_1.307544,594,29,TRUE,nr,326,166,Viruses,190064,98.8,Fowl aviadenovirus D,QGQ62986.1 100 kDa protein [Fowl aviadenovirus D],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,7153,190064,180,Fowl aviadenovirus D,,hypothetical,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,2.01E-06,,Virus,I,double stranded DNA,
AIMGL_GOT004_RS_S66_673469,AIMGL_GOT004_RS_S66_673469_NODE_966_length_580_cov_1.693837,580,20,TRUE,nr,394,187,Viruses,2601527,99.5,Ovine adenovirus 8,YP_010087266.1 hexon [Ovine adenovirus 8],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,195766,573199,188,Ovine adenovirus 8,,hypothetical,TRUE,FALSE,Viruses,573199,Caprine,Goat,Ebonyi ,12317392,297274,459804,11857588,34838832,1.69E-06,,Virus,I,double stranded DNA,
AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_815_length_577_cov_1.140000,577,11,TRUE,nr,347,172,Viruses,10528,100,Human adenovirus 18,ACZ92152.1 penton protein [Human adenovirus 18],,,,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,198843,190064,183,Human adenovirus 18,,hypothetical,TRUE,FALSE,Viruses,190064,Canine,Dog,Ebonyi,7969852,2998,460401,7509451,45755872,1.46E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_1008_length_576_cov_1.482966,576,16,TRUE,nr,394,185,Viruses,190064,100,Fowl aviadenovirus D,ANP93632.1 DNA polymerase [Fowl aviadenovirus D],190064,190064,Fowl aviadenovirus D,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,28282,178,Fowl aviadenovirus 2,,hypothetical,TRUE,FALSE,Viruses,28282,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.11E-06,,Virus,I,double stranded DNA,
SEZONOWISUGOAT003_S26_657724,SEZONOWISUGOAT003_S26_657724_NODE_1008_length_576_cov_1.482966,576,16,TRUE,nr,394,185,Viruses,190064,100,Fowl aviadenovirus D,ANP93632.1 DNA polymerase [Fowl aviadenovirus D],190064,190064,Fowl aviadenovirus D,TRUE,Preplasmiviricota,Adenoviridae,FALSE,TRUE,62,190064,180,Fowl aviadenovirus D,,DNA_pol,TRUE,FALSE,Viruses,190064,Caprine,Goat,Ondo,15012530,324983,565002,14447528,22677498,1.11E-06,,Virus,I,double stranded DNA,
