family,sample,contig_name,contig_length,read_count,identity,sci_name,sampletype,ska_species,collected_by,idseq_nonhost_reads,nonhost_reads,total_reads,read_prop,domestication_status,RPM,sample_size_Ebonyi,sample_size_Ondo,sample_size_total,Feeding
Picornaviridae,SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_4_length_6481_cov_6.676296,6481,851,97.8,Echovirus E7,Non-tissue,Dog,Ondo,19469706,19265567,30056734,4.42E-05,domesticated,44.2,9,22,31,Other
Astroviridae,SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_323_length_598_cov_1.069098,598,9,54,Hainan astro-like virus 1,Non-tissue,Dog,Ondo,1631558,1192271,18909772,7.55E-06,domesticated,7.55,9,22,31,Other
Astroviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_2483_length_540_cov_1.125270,540,14,40.2,Hainan astro-like virus 2,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,6.03E-06,domesticated,6.03,9,22,31,Other
Astroviridae,SEZONOWOGDOG002_S5_657747,SEZONOWOGDOG002_S5_657747_NODE_564_length_526_cov_1.316258,526,9,99.3,Henan avastrovirus,Non-tissue,Dog,Ondo,2408828,2202125,26820504,4.09E-06,domesticated,4.09,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_152_length_1566_cov_1.384150,1566,31,99.6,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,4.13E-06,domesticated,4.13,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_214_length_1286_cov_1.378825,1286,41,99.5,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,5.46E-06,domesticated,5.46,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_267_length_1128_cov_2.027593,1128,34,99.3,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,4.53E-06,domesticated,4.53,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_289_length_1072_cov_1.904523,1072,32,82.4,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,4.26E-06,domesticated,4.26,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_300_length_1041_cov_2.223029,1041,45,100,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,5.99E-06,domesticated,5.99,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_344_length_967_cov_2.039326,967,34,99.4,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,4.53E-06,domesticated,4.53,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_347_length_967_cov_1.451685,967,24,98.4,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,3.20E-06,domesticated,3.2,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_405_length_869_cov_1.101010,869,18,94.5,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,2.40E-06,domesticated,2.4,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_506_length_768_cov_2.004342,768,32,98.6,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,4.26E-06,domesticated,4.26,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_552_length_720_cov_2.038880,720,30,95,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,3.99E-06,domesticated,3.99,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_625_length_673_cov_1.473154,673,23,88.2,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,3.06E-06,domesticated,3.06,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_643_length_658_cov_1.767642,658,13,99,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,1.73E-06,domesticated,1.73,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_678_length_639_cov_1.265125,639,16,98.9,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,2.13E-06,domesticated,2.13,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_815_length_577_cov_1.140000,577,11,100,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,1.46E-06,domesticated,1.46,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_894_length_547_cov_1.597872,547,17,78.1,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,2.26E-06,domesticated,2.26,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_905_length_544_cov_1.370450,544,15,98.9,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,2.00E-06,domesticated,2,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_909_length_542_cov_1.236559,542,12,99.1,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,1.60E-06,domesticated,1.6,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_935_length_534_cov_1.487965,534,14,99.4,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,1.86E-06,domesticated,1.86,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_963_length_526_cov_1.227171,526,8,100,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,1.07E-06,domesticated,1.07,9,22,31,Other
Adenoviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_1052_length_503_cov_3.072770,503,27,99,Human adenovirus 18,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,3.60E-06,domesticated,3.6,9,22,31,Other
Astroviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_93_length_1605_cov_2.217277,1605,96,99.6,Human astrovirus,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,4.14E-05,domesticated,41.4,9,22,31,Other
Astroviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_102_length_1564_cov_3.564896,1564,129,96,Human astrovirus,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,5.56E-05,domesticated,55.6,9,22,31,Other
Astroviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_229_length_1145_cov_2.015918,1145,44,99,Human astrovirus,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,1.90E-05,domesticated,19,9,22,31,Other
Astroviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_381_length_963_cov_3.291196,963,75,99.4,Human astrovirus,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,3.23E-05,domesticated,32.3,9,22,31,Other
Astroviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_2031_length_571_cov_2.141700,571,19,100,Human astrovirus,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,8.19E-06,domesticated,8.19,9,22,31,Other
Picornaviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_259_length_1153_cov_3.276952,1153,72,96.5,Human enterovirus,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,9.59E-06,domesticated,9.59,9,22,31,Other
Picornaviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_504_length_771_cov_1.125360,771,14,96.7,Human enterovirus,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,1.86E-06,domesticated,1.86,9,22,31,Other
Picornaviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_877_length_553_cov_1.720588,553,19,95.7,Human enterovirus,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,2.53E-06,domesticated,2.53,9,22,31,Other
Picornaviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_1062_length_502_cov_1.211765,502,7,93.8,Human enterovirus,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,9.32E-07,domesticated,0.932,9,22,31,Other
Papillomaviridae,SEZONOWOGDOG016_S23_657752,SEZONOWOGDOG016_S23_657752_NODE_471_length_534_cov_1.884026,534,20,99.3,Human papillomavirus 38,Non-tissue,Dog,Ondo,3353488,2979096,26012148,6.71E-06,domesticated,6.71,9,22,31,Other
Papillomaviridae,SEZONOWOGDOG016_S23_657752,SEZONOWOGDOG016_S23_657752_NODE_510_length_509_cov_1.618056,509,11,100,Human papillomavirus 38,Non-tissue,Dog,Ondo,3353488,2979096,26012148,3.69E-06,domesticated,3.69,9,22,31,Other
Picornaviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_863_length_733_cov_1.065549,733,23,94.3,Human parechovirus 5,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,9.91E-06,domesticated,9.91,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_62_length_1586_cov_10.850895,1586,325,97.7,Human rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,2.69E-05,domesticated,26.9,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_82_length_1314_cov_15.389652,1314,380,99.5,Human rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,3.15E-05,domesticated,31.5,9,22,31,Other
Coronaviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_2307_length_552_cov_0.856842,552,8,95.4,Infectious bronchitis virus,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,3.45E-06,domesticated,3.45,9,22,31,Other
Picobirnaviridae,SEZONOWISDOG008_S14_657742,SEZONOWISDOG008_S14_657742_NODE_52_length_1886_cov_7.320066,1886,268,73.2,Lysoka partiti-like virus,Non-tissue,Dog,Ondo,7918788,7324756,22184204,3.66E-05,domesticated,36.6,9,22,31,Other
Picobirnaviridae,SEZONOWISDOG015_S13_657743,SEZONOWISDOG015_S13_657743_NODE_97_length_1605_cov_4.265707,1605,126,72.8,Lysoka partiti-like virus,Non-tissue,Dog,Ondo,7158158,6546376,21923436,1.92E-05,domesticated,19.2,9,22,31,Other
Picornaviridae,SEZONOWDOG009_S20_657738,SEZONOWDOG009_S20_657738_NODE_235_length_733_cov_3.993902,733,56,88,Marmot kobuvirus,Non-tissue,Dog,Ondo,1631558,1192271,18909772,4.70E-05,domesticated,47,9,22,31,Other
Picobirnaviridae,SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_26_length_2514_cov_3.756258,2514,173,43.8,Marmot picobirnavirus,Non-tissue,Dog,Ondo,10765982,10448273,20841016,1.66E-05,domesticated,16.6,9,22,31,Other
Picornaviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_2576_length_534_cov_1.818381,534,20,99.4,Megrivirus sp.,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,8.62E-06,domesticated,8.62,9,22,31,Other
Picornaviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_2765_length_522_cov_1.674157,522,13,98.9,Megrivirus sp.,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,5.60E-06,domesticated,5.6,9,22,31,Other
Picornaviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_2836_length_517_cov_1.534091,517,11,97.7,Megrivirus sp.,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,4.74E-06,domesticated,4.74,9,22,31,Other
Anelloviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_7_length_3140_cov_12.507999,3140,489,97.2,Nayun tick torquevirus,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,0.000210716,domesticated,210.716,9,22,31,Other
Anelloviridae,SEZONOWIFDOG009_S1_657740,SEZONOWIFDOG009_S1_657740_NODE_92_length_1606_cov_2.085677,1606,48,97.3,Nayun tick torquevirus,Non-tissue,Dog,Ondo,5592862,5200978,33070308,9.23E-06,domesticated,9.23,9,22,31,Other
Caliciviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_298_length_1044_cov_2.961737,1044,101,98.5,Norovirus GII,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,4.35E-05,domesticated,43.5,9,22,31,Other
Caliciviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_71_length_1747_cov_4.388623,1747,166,99.8,Norovirus GII,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,7.15E-05,domesticated,71.5,9,22,31,Other
Caliciviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_1475_length_624_cov_1.751371,624,16,100,Norovirus GII,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,6.89E-06,domesticated,6.89,9,22,31,Other
Caliciviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_2135_length_563_cov_2.053498,563,24,99.1,Norovirus GII,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,1.03E-05,domesticated,10.3,9,22,31,Other
Caliciviridae,SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_155_length_1374_cov_3.521974,1374,85,97.5,Norovirus GII,Non-tissue,Dog,Ondo,19469706,19265567,30056734,4.41E-06,domesticated,4.41,9,22,31,Other
Caliciviridae,SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_465_length_831_cov_1.872679,831,38,95.3,Norovirus GII,Non-tissue,Dog,Ondo,19469706,19265567,30056734,1.97E-06,domesticated,1.97,9,22,31,Other
Caliciviridae,SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_895_length_628_cov_2.852995,628,25,94.5,Norovirus GII,Non-tissue,Dog,Ondo,19469706,19265567,30056734,1.30E-06,domesticated,1.3,9,22,31,Other
Caliciviridae,SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_1021_length_591_cov_5.540856,591,66,96.6,Norovirus GII,Non-tissue,Dog,Ondo,19469706,19265567,30056734,3.43E-06,domesticated,3.43,9,22,31,Other
Caliciviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_755_length_764_cov_2.506550,764,39,99.5,Norovirus GII,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,1.68E-05,domesticated,16.8,9,22,31,Other
Picornaviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_930_length_717_cov_2.682812,717,30,97.6,Parechovirus A,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,1.29E-05,domesticated,12.9,9,22,31,Other
Picobirnaviridae,SEZONOWDOG012_S10_657739,SEZONOWDOG012_S10_657739_NODE_32_length_2158_cov_7.261413,2158,291,40.6,Picobirnaviridae sp.,Non-tissue,Dog,Ondo,17121700,16884349,32659394,1.72E-05,domesticated,17.2,9,22,31,Other
Picobirnaviridae,AINWZ_DOG006_RS_S42_674096,AINWZ_DOG006_RS_S42_674096_NODE_643_length_504_cov_1.393443,504,13,90.1,Picobirnavirus sp.,Non-tissue,Dog,Ebonyi,14350534,13705365,39284986,9.49E-07,domesticated,0.949,9,22,31,Other
Picobirnaviridae,SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_25_length_2527_cov_32.887755,2527,1543,88.4,Picobirnavirus sp.,Non-tissue,Dog,Ondo,10765982,10448273,20841016,0.00014768,domesticated,147.68,9,22,31,Other
Picobirnaviridae,SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_77_length_1755_cov_63.335518,1755,2033,98.8,Picobirnavirus sp.,Non-tissue,Dog,Ondo,10765982,10448273,20841016,0.000194578,domesticated,194.578,9,22,31,Other
Picobirnaviridae,SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_93_length_1741_cov_2.127404,1741,63,43,Picobirnavirus sp.,Non-tissue,Dog,Ondo,19469706,19265567,30056734,3.27E-06,domesticated,3.27,9,22,31,Other
Picobirnaviridae,SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_254_length_905_cov_8.369565,905,130,93,Picobirnavirus sp.,Non-tissue,Dog,Ondo,10765982,10448273,20841016,1.24E-05,domesticated,12.4,9,22,31,Other
Picobirnaviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_300_length_629_cov_465.922101,629,5244,95.5,Picobirnavirus sp.,Non-tissue,Dog,Ondo,12575104,12067881,24091260,0.000434542,domesticated,434.542,9,22,31,Other
Picobirnaviridae,SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_1394_length_512_cov_1.783908,512,15,63.3,Picobirnavirus sp.,Non-tissue,Dog,Ondo,19469706,19265567,30056734,7.79E-07,domesticated,0.779,9,22,31,Other
Picornaviridae,SEZONOWOGDOG014_S21_657751,SEZONOWOGDOG014_S21_657751_NODE_22_length_4752_cov_5.711872,4752,528,98.6,Picobirnavirus sp.,Non-tissue,Dog,Ondo,20362306,20173894,35701688,2.62E-05,domesticated,26.2,9,22,31,Other
Picornaviridae,SEZONOWOGDOG004_S12_657748,SEZONOWOGDOG004_S12_657748_NODE_283_length_703_cov_1.445687,703,13,98.7,Picobirnavirus sp.,Non-tissue,Dog,Ondo,10339474,10088583,26249100,1.29E-06,domesticated,1.29,9,22,31,Other
Picornaviridae,SEZONOWOGDOG014_S21_657751,SEZONOWOGDOG014_S21_657751_NODE_1425_length_533_cov_4.221491,533,34,97.7,Picobirnavirus sp.,Non-tissue,Dog,Ondo,20362306,20173894,35701688,1.69E-06,domesticated,1.69,9,22,31,Other
Picornaviridae,SEZONOWOGDOG014_S21_657751,SEZONOWOGDOG014_S21_657751_NODE_1674_length_504_cov_3.140515,504,30,94.7,Picobirnavirus sp.,Non-tissue,Dog,Ondo,20362306,20173894,35701688,1.49E-06,domesticated,1.49,9,22,31,Other
Picornaviridae,AINWZDOG001_S37_657734,AINWZDOG001_S37_657734_NODE_108_length_1927_cov_3.620000,1927,148,97.2,Poliovirus 2,Non-tissue,Dog,Ebonyi,7969852,7509451,45755872,1.97E-05,domesticated,19.7,9,22,31,Other
Picobirnaviridae,AINWZ_DOG005_OS_S41_673473,AINWZ_DOG005_OS_S41_673473_NODE_815_length_506_cov_2.233100,506,32,79.1,Porcine picobirnavirus,Non-tissue,Dog,Ebonyi,7003300,6308304,26966554,5.07E-06,domesticated,5.07,9,22,31,Other
Picobirnaviridae,SEZONOWDOG012_S10_657739,SEZONOWDOG012_S10_657739_NODE_68_length_1590_cov_4.348976,1590,127,71.7,Porcine picobirnavirus,Non-tissue,Dog,Ondo,17121700,16884349,32659394,7.52E-06,domesticated,7.52,9,22,31,Other
Picobirnaviridae,SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_98_length_1557_cov_46.237162,1557,1324,95.2,Porcine picobirnavirus,Non-tissue,Dog,Ondo,10765982,10448273,20841016,0.00012672,domesticated,126.72,9,22,31,Other
Picobirnaviridae,SEZONOWOGDOG010_S3_657749,SEZONOWOGDOG010_S3_657749_NODE_1006_length_595_cov_2.588803,595,23,87.5,Porcine picobirnavirus,Non-tissue,Dog,Ondo,19469706,19265567,30056734,1.19E-06,domesticated,1.19,9,22,31,Other
Parvoviridae,SEZONOWOGDOG002_S5_657747,SEZONOWOGDOG002_S5_657747_NODE_10_length_3788_cov_112.988413,3788,8496,99.6,Protoparvovirus carnivoran1,Non-tissue,Dog,Ondo,2408828,2202125,26820504,0.003858092,domesticated,3858.092,9,22,31,Other
Parvoviridae,SEZONOWOGDOG002_S5_657747,SEZONOWOGDOG002_S5_657747_NODE_10_length_3788_cov_112.988413,3788,8496,99.6,Protoparvovirus carnivoran1,Non-tissue,Dog,Ondo,2408828,2202125,26820504,0.003858092,domesticated,3858.092,9,22,31,Other
Parvoviridae,SEZONOWOGDOG002_S5_657747,SEZONOWOGDOG002_S5_657747_NODE_10_length_3788_cov_112.988413,3788,8496,99.6,Protoparvovirus carnivoran1,Non-tissue,Dog,Ondo,2408828,2202125,26820504,0.003858092,domesticated,3858.092,9,22,31,Other
Parvoviridae,SEZONOWOGDOG002_S5_657747,SEZONOWOGDOG002_S5_657747_NODE_10_length_3788_cov_112.988413,3788,8496,99.6,Protoparvovirus carnivoran1,Non-tissue,Dog,Ondo,2408828,2202125,26820504,0.003858092,domesticated,3858.092,9,22,31,Other
Picornaviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_159_length_1324_cov_2.266239,1324,62,96.8,Rhinovirus A,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,2.67E-05,domesticated,26.7,9,22,31,Other
Picornaviridae,AIMGLDOG001_S59_657733,AIMGLDOG001_S59_657733_NODE_995_length_701_cov_2.985577,701,55,93.8,rhinovirus A31,Non-tissue,Dog,Ebonyi,2802322,2320664,29774724,2.37E-05,domesticated,23.7,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_18_length_2770_cov_13.424805,2770,700,99.9,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,5.80E-05,domesticated,58,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_25_length_2464_cov_11.048597,2464,489,99.6,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,4.05E-05,domesticated,40.5,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_30_length_2144_cov_15.801645,2144,678,98.4,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,5.62E-05,domesticated,56.2,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_74_length_1486_cov_19.470546,1486,580,100,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,4.81E-05,domesticated,48.1,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_122_length_1087_cov_8.475248,1087,171,99.1,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,1.42E-05,domesticated,14.2,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_124_length_1079_cov_18.015571,1079,394,99.2,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,3.26E-05,domesticated,32.6,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_137_length_1017_cov_6.200000,1017,116,98.8,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,9.61E-06,domesticated,9.61,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_213_length_821_cov_8.780914,821,129,98.8,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,1.07E-05,domesticated,10.7,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_243_length_740_cov_10.915535,740,149,98.9,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,1.23E-05,domesticated,12.3,9,22,31,Other
Sedoreoviridae,SEZONOWISDOGOO1_S19_657744,SEZONOWISDOGOO1_S19_657744_NODE_388_length_528_cov_6.268293,528,57,100,Rotavirus A,Non-tissue,Dog,Ondo,12575104,12067881,24091260,4.72E-06,domesticated,4.72,9,22,31,Other
Picornaviridae,SEZONOWOGDOG014_S21_657751,SEZONOWOGDOG014_S21_657751_NODE_1131_length_584_cov_3.832347,584,38,94.9,Sicinivirus A,Non-tissue,Dog,Ondo,20362306,20173894,35701688,1.88E-06,domesticated,1.88,9,22,31,Other
Picornaviridae,SEZONOWOGDOG014_S21_657751,SEZONOWOGDOG014_S21_657751_NODE_360_length_976_cov_2.175751,976,33,85.1,Sicinivirus sp.,Non-tissue,Dog,Ondo,20362306,20173894,35701688,1.64E-06,domesticated,1.64,9,22,31,Other
Picobirnaviridae,SEZONOWOGDOG001_S6_657746,SEZONOWOGDOG001_S6_657746_NODE_536_length_525_cov_2.732143,525,20,95.4,Simian picobirnavirus,Non-tissue,Dog,Ondo,10765982,10448273,20841016,1.91E-06,domesticated,1.91,9,22,31,Other
Picobirnaviridae,SEZONOWISGOAT008_S25_657722,SEZONOWISGOAT008_S25_657722_NODE_252_length_772_cov_1.513669,772,21,23.1,Agile wallaby-associated picobirnavirus 9,Non-tissue,Goat,Ondo,22795330,22016488,33164384,9.54E-07,domesticated,0.954,24,22,46,Herbivore
Picornaviridae,AIAMA_GOT005_OS_S43_673459,AIAMA_GOT005_OS_S43_673459_NODE_211_length_874_cov_151.751568,874,4071,98.5,aichivirus A2,Non-tissue,Goat,Ebonyi,11109452,10929793,24738340,0.000372468,domesticated,372.468,24,22,46,Herbivore
Picornaviridae,SENONOWISUGOT005_RS_S71_673662,SENONOWISUGOT005_RS_S71_673662_NODE_128_length_1326_cov_4.770216,1326,141,96.1,aichivirus B3,Non-tissue,Goat,Ondo,17869036,17477288,33879770,8.07E-06,domesticated,8.07,24,22,46,Herbivore
Tobaniviridae,SEZONOWISGOAT013_S24_2_657729,SEZONOWISGOAT013_S24_2_657729_NODE_78_length_1344_cov_447.528019,1344,7954,99,Antelope torovirus,Non-tissue,Goat,Ondo,59029736,58807856,113093950,0.000135254,domesticated,135.254,24,22,46,Herbivore
Tobaniviridae,SENONOWISUGOT004_RS_S77_673661,SENONOWISUGOT004_RS_S77_673661_NODE_111_length_1273_cov_695.066890,1273,18464,98.1,Antelope torovirus,Non-tissue,Goat,Ondo,32322646,32085224,57339964,0.000575467,domesticated,575.467,24,22,46,Herbivore
Tobaniviridae,SEZONOWISGOAT013_S24_2_657729,SEZONOWISGOAT013_S24_2_657729_NODE_90_length_1224_cov_1669.021796,1224,46345,96.7,Antelope torovirus,Non-tissue,Goat,Ondo,59029736,58807856,113093950,0.000788075,domesticated,788.075,24,22,46,Herbivore
Tobaniviridae,SEZONOWISGOAT013_S24_2_657729,SEZONOWISGOAT013_S24_2_657729_NODE_108_length_1072_cov_1362.042211,1072,31928,88.3,Antelope torovirus,Non-tissue,Goat,Ondo,59029736,58807856,113093950,0.000542921,domesticated,542.921,24,22,46,Herbivore
